"Código da obra";"Título Original";"Título no Brasil";"Ano de produção";"Diretor";"Data de liberação para exibição"
15004350;"TORMENTA";"TORMENTA";2015;"LUCAS SOARES COSTANZI";"2015-06-09"
15004066;"ANT-MAN";"HOMEM-FORMIGA";2015;"PEYTON REED";"2015-06-08"
15004228;"DROMEDÁRIO NO ASFALTO";"DROMEDÁRIO NO ASFALTO";2014;"GILSON PADILHA DE VARGAS";"2015-06-08"
15004377;"MEU PASSADO ME CONDENA 2";"MEU PASSADO ME CONDENA 2";2014;"JULIA SALLES DE REZENDE";"2015-06-08"
15004041;"TERMINATOR GENISYS";"O EXTERMINADOR DO FUTURO: GÊNESIS";2015;"ALAN TAYLOR";"2015-06-05"
14023241;"HERCULES";"HERCULES (2014)";2014;"BRETT RATNER";"2015-06-03"
14023716;"L'ARNACOEUR";"COMO ARRASAR UM CORAÇÃO";2010;"PASCAL CHAUMEIL";"2015-06-03"
14023781;"BRIDESMAIDS";"MISSÃO MADRINHA DE CASAMENTO";2011;"PAUL FEIG";"2015-06-03"
14023790;"COLOMBIANA";"COLOMBIANA - EM BUSCA DE VINGANÇA";2011;"OLIVIER MEGATON";"2015-06-03"
14023977;"SON OF GOD";"O FILHO DE DEUS";2014;"CHRISTOPHER SPENCER";"2015-06-03"
14024016;"TAKE SHELTER";"O ABRIGO";2011;"JEFF NICHOLS";"2015-06-03"
14024171;"ENDLESS LOVE";"AMOR SEM FIM";2014;"SHANA FESTE";"2015-06-03"
14024172;"TRANSFORMERS: AGE OF EXTINCTION";"TRANSFORMERS: A  ERA DA EXTINÇÃO";2014;"MICHAEL BAY";"2015-06-03"
14024174;"MELANCHOLIA";"MELANCOLIA";2011;"LARS VON TRIER";"2015-06-03"
14024327;"THE PHYSICIAN";"O FÍSICO";2013;"PHILIPP STÖLZL";"2015-06-03"
14024363;"JACK RYAN: SHADOW RECRUIT";"OPERAÇÃO SOMBRA: JACK RYAN";2014;"KENNETH BRANAGH";"2015-06-03"
14025178;"RANGO";"RANGO";2011;"GORE VERBINSKI";"2015-06-03"
14025199;"DESPICABLE ME";"MEU MALVADO FAVORITO";2010;"CHRIS RENAUD";"2015-06-03"
14025204;"BATTLESHIP";"BATTLESHIP - A BATALHA DOS MARES";2012;"PETER BERG";"2015-06-03"
14025504;"TEENAGE MUTANT NINJA TURTLES";"AS TARTARUGAS NINJA";2014;"JONATHAN LIEBESMAN";"2015-06-03"
14025788;"TED";"TED";2012;"SETH MACFARLANE";"2015-06-03"
14025794;"KATY PERRY - PART OF ME";"KATY PERRY - PART OF ME";2012;"DAN CUTFORTH";"2015-06-03"
14025795;"KICK-ASS";"KICK-ASS - QUEBRANDO TUDO";2010;"MATTHEW VAUGHN";"2015-06-03"
14025877;"WAR HORSE";"CAVALO DE GUERRA";2011;"STEVEN SPIELBERG";"2015-06-03"
14025909;"MEN IN BLACK 3";"MIB 3: HOMENS DE PRETO 3";2012;"BARRY SONNENFELD";"2015-06-03"
14026039;"SOMEWHERE";"UM LUGAR QUALQUER";2010;"SOFIA COPPOLA";"2015-06-03"
14026043;"SAFE HOUSE";"PROTEGENDO O INIMIGO";2012;"DANIEL ESPINOSA";"2015-06-03"
14026320;"THE ZOOKEEPER";"O ZELADOR ANIMAL";2011;"FRANK CORACI";"2015-06-03"
14026391;"QUEEN - HUNGARIAN RHAPSODY - LIVE IN BUDAPEST";"QUEEN - HUNGARIAN RHAPSODY - LIVE IN BUDAPEST";2012;"JÁNOS ZSOMBOLYAI";"2015-06-03"
14026507;"ANCHORMAN 2: THE LEGEND CONTINUES";"TUDO POR UM FURO";2013;"ADAM MCKAY";"2015-06-03"
14026679;"MEGAMIND";"MEGAMENTE";2010;"TOM MCGRATH";"2015-06-03"
14026734;"IF I STAY";"SE EU FICAR";2014;"R.J. CUTLER";"2015-06-03"
14027442;"RED RIDING HOOD";"A GAROTA DA CAPA VERMELHA";2011;"CATHERINE HARDWICKE";"2015-06-03"
14027661;"SORCERER'S APPRENTICE, THE";"APRENDIZ DE FEITICEIRO, O";2010;"JON TURTELTAUB";"2015-06-03"
14027691;"HEREAFTER";"ALÉM DA VIDA";2010;"CLINT EASTWOOD";"2015-06-03"
14028027;"LORD OF THE RINGS: THE FELLOWSHIP OF THE RING";"O SENHOR DOS ANEIS: A SOCIEDADE DO ANEL";2001;"PETER JACKSON";"2015-06-03"
14028371;"OTHER GUYS, THE";"OS OUTROS CARAS";2010;"ADAM MCKAY";"2015-06-03"
14028534;"THE RITE";"O RITUAL";2011;"MIKAEL HÅFSTRÖM";"2015-06-03"
14028562;"DELIVER US FROM EVIL";"LIVRA-NOS DO MAL";2014;"SCOTT DERRICKSON";"2015-06-03"
15000293;"TRON: LEGACY";"TRON - O LEGADO";2010;"JOSEPH KOSINSKI";"2015-06-03"
15000462;"ENEMY";"HOMEM DUPLICADO, O";2013;"DENIS VILLENEUVE";"2015-06-03"
15000535;"TAKERS";"LADRÕES";2010;"JOHN LUESSENHOP";"2015-06-03"
15000543;"X-MEN: DAYS OF FUTURE PAST";"X-MEN: DIAS DE UM FUTURO ESQUECIDO";2014;"BRYAN SINGER";"2015-06-03"
15000865;"O ANO MAIS VIOLENTO";"A MOST VIOLENT YEAR";2014;"J.C. CHANDOR";"2015-06-03"
15000955;"INCEPTION";"A ORIGEM";2010;"CHRISTOPHER NOLAN";"2015-06-03"
15001000;"THE HOBBIT: THE DESOLATION OF SMAUG";"O HOBBIT: A DESOLAÇÃO DE SMAUG";2013;"PETER JACKSON";"2015-06-03"
15001214;"ONE DAY";"UM DIA";2011;"LONE SCHERFIG";"2015-06-03"
15001670;"WRATH OF THE TITANS";"FÚRIA DE TITÃS 2";2012;"JONATHAN LIEBESMAN";"2015-06-03"
15001921;"HORRIBLE BOSSES";"QUERO MATAR O MEU CHEFE";2011;"SETH GORDON";"2015-06-03"
15002036;"11-11-11";"11-11-11";2011;"DARREN LYNN BOUSMAN";"2015-06-03"
15002051;"WE BOUGHT A ZOO";"COMPRAMOS UM ZOOLÓGICO";2011;"CAMERON CROWE";"2015-06-03"
15002093;"KILLING THEM SOFTLY";"HOMEM DA MÁFIA, O";2012;"ANDREW DOMINIK";"2015-06-03"
15002096;"THE WORDS";"AS PALAVRAS";2012;"BRIAN KLUGMAN, LEE STERNTHAL";"2015-06-03"
15002290;"LOVE AND OTHER DRUGS";"AMOR E OUTRAS DROGAS";2010;"EDWARD ZWICK";"2015-06-03"
15002823;"MOONRISE KINGDOM";"MOONRISE KINGDOM";2012;"WES ANDERSON";"2015-06-03"
15002970;"CRAZY STUPID LOVE";"AMOR A TODA PROVA";2011;"GLENN FICARRA";"2015-06-03"
15003404;678;"CAIRO 678";2010;"MOHAMED DIAB";"2015-06-03"
15003405;"LE HAVRE";"O PORTO";2011;"AKI KAURISMÄKI";"2015-06-03"
15003817;"PROMETHEUS";"PROMETHEUS";2012;"RIDLEY SCOTT";"2015-06-03"
15004114;"AUGUST: OSAGE COUNTY";"ÁLBUM DE FAMÍLIA";2013;"JOHN WELLS";"2015-06-03"
15004119;"RED DAWN";"AMANHECER VIOLENTO";2012;"DAN BRADLEY";"2015-06-03"
15004123;"CLOUD ATLAS";"A VIAGEM";2012;"ANDY WACHOWSKI";"2015-06-03"
15004129;"BEASTS OF THE SOUTHERN WILD";"INDOMÁVEL SONHADORA";2012;"BENH ZEITLIN";"2015-06-03"
15004193;"IMMORTALS";"IMORTAIS";2011;"TARSEM SINGH";"2015-06-03"
15004231;"TRESPASS";"REFÉNS";2011;"JOEL SCHUMACHER";"2015-06-03"
15004237;"MACHINE GUN PREACHER";"REDENÇAO";2011;"JASON KELLER";"2015-06-03"
15004255;"THE DOUBLE";"CODINOME CASSIUS7";2011;"MICHAEL BRANDT";"2015-06-03"
15004262;"THE KIDS ARE ALL RIGHT";"MINHAS MÃES E MEU PAI";2010;"LISA CHOLODENKO";"2015-06-03"
15004270;"THE FIGHTER";"O VENCEDOR";2010;"DAVID O. RUSSELL";"2015-06-03"
15004272;"THE MECHANIC";"ASSASSINO A PREÇO FIXO";2010;"SIMON WEST";"2015-06-03"
15004290;"LES AVENTURES EXTRAORDINAIRES D'ADÈLE BLANC-SEC";"AS MÚMIAS DO FARAÓ";2010;"LUC BESSON";"2015-06-03"
15004304;"LETTERS TO GOD";"CARTAS PARA DEUS";2010;"DAVID NIXON";"2015-06-03"
15004411;"NOWHERE BOY";"O GAROTO DE LIVERPOOL";2009;"SAM TAYLOR-WOOD";"2015-06-03"
15004412;"WELCOME TO THE RILEYS";"CORAÇÕES PERDIDOS";2010;"JAKE SCOTT";"2015-06-03"
15004498;"BEAUTY AND THE BEAST";"A BELA E A FERA";1991;"GARY TROUSDALE";"2015-06-03"
15004994;"I, ANNA";"EU, ANNA";2012;"BARNABY SOUTHCOMBE";"2015-06-03"
15005285;"AIN'T THEM BODIES SAINTS";"AMOR FORA DA LEI";2013;"DAVID LOWERY";"2015-06-03"
15005745;"CINCO DÍAS SIN NORA";"CINCO DÍAS SIN NORA";2008;"MARIANA CHENILLO";"2015-06-03"
15005755;"EL BAILE DE LA VICTORIA";"A DANÇARINA E O LADRÃO";2009;"FERNANDO TRUEBA";"2015-06-03"
15005781;"VIVA LA LIBERTÀ";"VIVA A LIBERDADE";2013;"ROBERTO ANDÒ";"2015-06-03"
15005877;"BLIND";"BLIND";2014;"ESKIL VOGT";"2015-06-03"
15005897;"DOLPHIN TALE";"WINTER, O GOLFINHO";2011;"CHARLES MARTIN SMITH";"2015-06-03"
15006000;"HOMEFRONT";"LINHA DE FRENTE";2013;"GARY FLEDER";"2015-06-03"
15006143;"ILUSIONES OPTICAS";"ILUSÕES ÓTICAS";2009;"CRISTIÁN JIMÉNEZ";"2015-06-03"
15006164;"LA PIEL QUE HABITO";"A PELE QUE HABITO";2011;"PEDRO ALMODÓVAR";"2015-06-03"
15006514;"LE NOM DES GENS";"OS NOMES DO AMOR";2010;"MICHEL LECLERC";"2015-06-03"
15006765;"THE DARKEST HOUR";"A HORA DA ESCURIDÃO";2011;"CHRIS GORAK";"2015-06-03"
15007026;"TAKE THIS WALTZ";"ENTRE O AMOR E A PAIXÃO";2011;"SARAH POLLEY";"2015-06-03"
15007178;"ARTHUR CHRISTMAS";"OPERAÇÃO PRESENTE";2011;"BARRY COOK";"2015-06-03"
15007179;"MONEYBALL";"O HOMEM QUE MUDOU O JOGO";2011;"BENNETT MILLER";"2015-06-03"
15007188;"ATTACK THE BLOCK";"ATAQUE AO PRÉDIO";2011;"JOE CORNISH";"2015-06-03"
15007611;"DE ROUILLE ET D'OS";"FERRUGEM E OSSO";2012;"JACQUES AUDIARD";"2015-06-03"
15007930;"VINCERE";"VINCERE";2009;"MARCO BELLOCCHIO";"2015-06-03"
15008261;"LED ZEPPELIN:CELEBRATION DAY";"LED ZEPPELIN:CELEBRATION DAY LIVE";2009;"JASON BONHAM";"2015-06-03"
15008446;"BRASSERIE ROMANTIEK";"BISTRÔ ROMANTIQUE";2013;"JOËL VANHOEBROUCK";"2015-06-03"
15008527;"ALVIN AND THE CHIPMUNKS: CHIPWRECKED";"ALVIN E OS ESQUILOS 3";2011;"MIKE MITCHELL";"2015-06-03"
15008564;"LA PERMISSION DE MINUIT";"A CRIANÇA DA MEIA-NOITE";2011;"DELPHINE GLEIZE";"2015-06-03"
15008816;"BIUTIFUL";"BIUTIFUL";2010;"ALEJANDRO GONZÁLEZ IÑÁRRITU";"2015-06-03"
15008817;"LET ME IN";"DEIXE-ME ENTRAR";2010;"MATT REEVES";"2015-06-03"
15008821;"LATE BLOOMERS";"LATE BLOOMERS - O AMOR NÃO TEM FIM";2011;"JULIE GAVRAS";"2015-06-03"
15008825;"O GRINGO";"O GRINGO";2011;"DARKO BAJIC";"2015-06-03"
15008829;"L'ILLUSIONNISTE";"O MÁGICO";2010;"SYLVAIN CHOMET";"2015-06-03"
15009222;"FROZEN";"FROZEN: UMA AVENTURA CONGELANTE";2013;"CHRIS BUCK, JENNIFER LEE";"2015-06-03"
16000675;"THE HUNGER GAMES";"JOGOS VORAZES";2012;"GARY ROSS";"2015-06-03"
16001082;"L'AMOUR EST UN CRIME PARFAIT";"O AMOR É UM CRIME PERFEITO";2013;"JEAN-MARIE LARRIEU;ARNAUD LARRIEU";"2015-06-03"
16001105;"STILL LIFE";"UMA VIDA COMUM";2013;"UBERTO PASOLINI";"2015-06-03"
16001132;"GLAMOUR DOLLS";"BONECAS GLAMUROSAS 1";2008;"FRANCESCO FANELLI";"2015-06-03"
16001134;"GLAMOUR DOLLS 2";"BONECAS GLAMUROSAS 2";2008;"FRANCESCO FANELLI";"2015-06-03"
16001147;"MEKONG HOTEL";"HOTEL MEKONG";2012;"APICHATPONG WEERASETHAKUL";"2015-06-03"
16001149;"LITTLE FUGITIVE";"O PEQUENO FUGITIVO";1953;"RAY ASHLEY, MORRIS ENGEL";"2015-06-03"
16001332;"UNA PISTOLA EN CADA MANO";"O QUE OS HOMENS FALAM";2012;"CESC GAY";"2015-06-03"
16001335;"A MONTANHA DE MATTERHORN";"A MONTANHA MATTERHORN";2013;"DIEDERIK EBBINGE";"2015-06-03"
16001340;"POLYTECHNIQUE";"POLITÉCNICA";2009;"DENIS VILLENEUVE";"2015-06-03"
16001342;"JE SUIS HEUREUX QUE MA MÈRE SOIT VIVANTE";"FELIZ QUE MINHA MÃE ESTEJA VIVA";2009;"NATHAN MILLER;CLAUDE MILLER";"2015-06-03"
16001344;"LA TÊTE EN FRICHE";"MINHAS TARDES COM MARGUERITTE";2011;"JEAN BECKER";"2015-06-03"
16001346;"JUST GO WITH IT";"ESPOSA DE MENTIRINHA";2011;"DENNIS DUGAN";"2015-06-03"
16001348;"GRAND CENTRAL";"GRAND CENTRAL";2013;"REBECCA ZLOTOWSKI";"2015-06-03"
16001350;"ECCENTRICITIES OF A BLOND HAIR GIRL";"SINGULARIDADES DE UMA RAPARIGA LOURA";2009;"MANOEL DE OLIVEIRA";"2015-06-03"
16001353;"WORLD INVASION: BATTLE LA";"INVASÃO DO MUNDO: BATALHA DE LOS ANGELES";2011;"JONATHAN LIEBESMAN";"2015-06-03"
16001354;"3 RING ORGY";"GOSTOSAS  E PODEROSAS";2008;"DAVID PERRY";"2015-06-03"
16001356;"DRIVE ANGRY";"FÚRIA SOBRE RODAS";2011;"PATRICK LUSSIER";"2015-06-03"
16001357;"SUCKER PUNCH";"MUNDO SURREAL";2011;"ZACK SNYDER";"2015-06-03"
16001364;"CONTRACORRIENTE";"CONTRACORRENTE";2009;"JAVIER FUENTES - LEÓN";"2015-06-03"
16001366;"APOLLO 18";"APOLLO 18";2011;"GONZALO LÓPEZ-GALLEGO";"2015-06-03"
16001369;"2 UOMINI PER 1 DONNA 3";"2 HOMENS PARA UMA MULHER SAFADA 3";2007;"ANDREA NOBILI";"2015-06-03"
16001370;"2 UOMINI PER 1 DONNA 2";"2 HOMENS PARA UMA MULHER SAFADA 2";2007;"ANDREA NOBILI";"2015-06-03"
16001371;"LA VEDOVA";"A VIUVA LOUCA POR SEXO";2009;"STEVE MORELLI";"2015-06-03"
16001590;"BLOW IT OUT YOUR ASS 2";"EXPLOSÃO ANAL 2";2007;"WILLIAN H.";"2015-06-03"
16001595;"THE PLACE BEYOND THE PINES";"O LUGAR ONDE TUDO TERMINA";2012;"DEREK CIANFRANCE";"2015-06-03"
16001597;"BLOOD MONEY";"DINHEIRO DE SANGUE";2010;"DAVID K. KYLE";"2015-06-03"
16001665;"RACIAL VIOLATIONS";"VIOLAÇÃO RACIAL";2007;"L.T.";"2015-06-03"
16001677;"LOOPER";"LOOPER: ASSASSINOS DO FUTURO";2012;"RIAN JOHNSON";"2015-06-03"
16001716;"2 DAYS IN NEW YORK";"2 DIAS EM NOVA YORK";2012;"JULIE DELPY";"2015-06-03"
16001771;"HYDE PARK ON HUDSON";"UM FINAL DE SEMANA EM HYDE PARK";2012;"ROGER MICHELL";"2015-06-03"
16001790;"T.Q.J./L.O.A.";"VEM CÁ QUE EU TE ENSINO";2009;"ROY ROGERS";"2015-06-03"
16001795;"KILLER JOE";"KILLER JOE - MATADOR DE ALUGUEL";2012;"WILLIAM FRIEDKIN";"2015-06-03"
16001797;"BEL AMI";"BEL AMI - O SEDUTOR";2012;"NICK ORMEROD;DECLAN DONNELLAN";"2015-06-03"
16001800;"NEW CHICKS CUM FIRST";"NINFOMANIACAS";2006;"JOHN STRONG";"2015-06-03"
16001870;"LE MOINE";"O MONGE";2011;"DOMINIK MOLL";"2015-06-03"
16001895;"MONEY PLEASURE";"AS MODELOS QUEREM TRANSAR";2005;"ROY ROGERS";"2015-06-03"
16001896;"F.I.C.M./F.T.Q.D.";"BELAS NINFETAS";2005;"MAT ASS";"2015-06-03"
16001897;"N.N.10/A.";"NINFETAS PREPARADAS";2008;"MAT ASS";"2015-06-03"
16001907;"TITEUF, LE FILM";"TITEUF";2011;"ZEP";"2015-06-03"
16001925;"FUCK DOLLS 7";"BRINCADEIRAS SEXUAIS 7FUCK";2011;"JAKE MALONE";"2015-06-03"
16001955;"ATM";"ARMADILHA";2012;"DAVID BROOKS";"2015-06-03"
16001963;"TEEN MACHINE 2";"JUVENTUDE INDECENTE 2";2007;"MARK ASHLÉY´S";"2015-06-03"
16001965;"FLOWER´S SQUIRT SHOWER 3";"SONHOS MOLHADOS 3";2006;"WILLIAN H.";"2015-06-03"
16001970;"AUGUST";"VERÃO EM L. A.";2011;"ELDAR RAPPAPORT";"2015-06-03"
16002018;"OVERFLOWING ASSHOLES 2";"ODISSEIA ANAL 2";2006;"JOHN STRONG";"2015-06-03"
16002020;"CAPTAIN AMERICA: THE FIRST AVENGER";"CAPITÃO AMÉRICA: O PRIMEIRO VINGADOR";2011;"MARVEL STUDIOS";"2015-06-03"
16002022;"ULTIMATE TAHITI WAVE";"ULTIMATE TAHITI WAVE";2010;"K2 COMMUNICATIONS";"2015-06-03"
16002023;"AFRICA UNITED";"UMA INCRÍVEL AVENTURA";2010;"DEBS GARDNER-PATERSON";"2015-06-03"
16002025;"RISE OF THE PLANET OF THE APES";"PLANETA DOS MACACOS: A ORIGEM";2011;"RUPERT WYATT";"2015-06-03"
16002028;"BRIANNA LOVE OVERSEXED";"SEXO ABUNDANTE";2006;"MANUEL FERRARA";"2015-06-03"
16002029;"THE SMURFS";"OS SMURFS";2011;"RAJA GOSNELL";"2015-06-03"
16002031;"BIG WET ASSES 6";"SHOW ANAL 6";2005;"ZUPKO";"2015-06-03"
16002032;"WINNIE THE POOH";"O URSINHO POOH";2011;"DON HALL;STEPHEN J. ANDERSON";"2015-06-03"
16002033;"EVERYTHING WILL BE FINE";"TUDO FICARÁ BEM";2010;"CHRISTOPHER BOE";"2015-06-03"
16002034;"LOLA";"LOLA";2009;"BRILLANTE MENDONZA";"2015-06-03"
16002035;"LOUP";"LOUP - UMA AMIZADE PARA SEMPRE";2009;"NICOLAS VANIER";"2015-06-03"
16002036;"MR. POPPER´S PENGUINS";"OS PINGUINS DO PAPAI";2011;"MARK WATERS";"2015-06-03"
16002074;"TOSCA";"TOSCA";2011;"DUNCAN MACFARLAND";"2015-06-03"
16002089;"TANGLED EVER AFTER";"ENROLADOS PARA SEMPRE";2012;"NATHAN GRENO;BYRON HOWARD";"2015-06-03"
16002116;"GOLAKANI KIRKUK - THE FLOWERS OF KIRKUK";"AS FLORES DE KIRKUK";2010;"FARIBORZ KAMKARI";"2015-06-03"
16002123;"LES BIEN-AIMÉS";"BEM-AMADAS";2011;"CHRISTOPHE HONORÉ";"2015-06-03"
16002125;"IF NOT US, WHO?";"SE NÃO NÓS, QUEM?";2011;"ARD DEGETO FILM";"2015-06-03"
16002126;"OBSCENE BEHAVIOR";"CONDUTA OBSCENA";2007;"JOHN STRONG";"2015-06-03"
16002129;"BEAUTIFUL BOY";"TARDE DEMAIS";2010;"SHAWN KU";"2015-06-03"
16002131;"THE MUPPETS";"OS MUPPETS";2011;"JAMES BOBIN";"2015-06-03"
16002133;"ROAD TO NOWHERE";"CAMINHO PARA O NADA";2010;"MONTE HELLMAN";"2015-06-03"
16002136;"JOHNNY ENGLISH REBORN";"O RETORNO DE JOHNNY ENGLISH";2011;"OLIVER PARKER";"2015-06-03"
16002137;"HIROSHIMA";"HIROSHIMA";2010;"PABLO STOLL";"2015-06-03"
16002138;"UNTITLED LUCAS MOORE PROJECT AKA FLYPAPER";"UNTITLED LUCAS MOORE PROJECT AKA FLYPAPER";2011;"ROB MINKOFF";"2015-06-03"
16002139;"THHREE";"TRIÂNGULO AMOROSO";2010;"TOM TYKWER";"2015-06-03"
16002142;"MARGIN CALL";"MARGIN CALL - O DIA ANTES DO FIM";2011;"J.C CHANDOR";"2015-06-03"
16002146;"THE CHANGE-UP";"EU QUERIA TER A SUA VIDA";2011;"DAVID DOBKIN";"2015-06-03"
16002159;"THE LAST AIRBENDER";"O ÚLTIMO MESTRE DO AR";2010;"M. NIGHT SHYAMALAN";"2015-06-03"
16002165;"DIARY OF A WIMPY KID: RODRICK RULES";"DIÁRIO DE UM BANANA 2: RODRICK É O CARA";2011;"DAVID BOWERS";"2015-06-03"
16002166;"GLEE: THE 3D CONCERT MOVIE";"GLEE 3D O FILME";2011;"KEVIN TANCHAROEN";"2015-06-03"
16002168;"THE THREE MUSKETEERS";"OS TRÊS MOSQUETEIROS";2011;"PAUL W.S. ANDERSON";"2015-06-03"
16002169;"RESTLESS";"INQUIETOS";2011;"GUS VAN SANT";"2015-06-03"
16002172;"SLAVE DOLLS 2";"ESCRAVAS DO PRAZER 2";2006;"GRAHAM DAVIS";"2015-06-03"
16002173;"DEVIL'S DOUBLE";"O DUBLÊ DO DIABO";2011;"LEE TAMAHORI";"2015-06-03"
16002174;"ROUND BUTT SLUTS 3";"B ... PERFEITAS 3";2006;"JUAN CUBA";"2015-06-03"
16002175;"CUM STAINED CASTING COUCH 6";"TRANSA NO SOFÁ 6";2006;"JAKE MALONE";"2015-06-03"
16002176;"DEAD RINGERS";"GÊMEOS - MÓRBIDA SEMELHANÇA";2011;"DAVID CRONENBERG";"2015-06-03"
16002177;"FRIENDS WITH BENEFITS";"AMIZADE COLORIDA";2011;"WILL GLUCK";"2015-06-03"
16002178;"DON GATO Y SU PANDILLA";"MANDA-CHUVA O FILME";2011;"ALBERTO MAR";"2015-06-03"
16002179;"THE LION KING";"O REI LEÃO";1994;"ROGER ALLERS, ROB MINKOFF";"2015-06-03"
16002180;"FINAL DESTINATION 5";"PREMONIÇÃO 5";2011;"STEVEN QUALE";"2015-06-03"
16002181;"UNE VIE DE CHAT";"UM GATO EM PARIS";2010;"JEAN-LOUP FELICIOLI;ALAIN GAGNOL";"2015-06-03"
16002184;"MEDIANERAS";"MEDIANERAS - BUENOS AIRES NA ERA DO AMOR VIRTUAL";2011;"GUSTAVO TARETTO";"2015-06-03"
16002185;"FRIGHT NIGHT";"A HORA DO ESPANTO";2011;"CRAIG GILLESPIE";"2015-06-03"
16002186;"EVERYTHING MUST GO";"PRONTO PARA RECOMEÇAR";2010;"DAN RUSH";"2015-06-03"
16002188;"OCTOBER";"OUTUBRO";2010;"DIEGO VEGA ;DANIEL VEGA";"2015-06-03"
16002193;"FRESH FLESH";"NOVAS ESTRELAS DO SEXO";2008;"WILLIAN H.";"2015-06-03"
16002195;"TITS";"SUPERSEIOS";2005;"PATRICK COLLINS";"2015-06-03"
16002216;"IO SONO L'AMORE (AKA I AM LOVE)";"UM SONHO DE AMOR";2009;"LUCA GUADAGNINO";"2015-06-03"
16002217;"RABBIT HOLE";"REENCONTRANDO A FELICIDADE";2010;"JOHN CAMERON MITCHELL";"2015-06-03"
16002218;"BLUE VALENTINE";"NAMORADOS PARA SEMPRE";2010;"DEREK CIANFRANCE";"2015-06-03"
16002220;"COSA VOGLIO DI PIÙ";"QUE MAIS POSSO QUERER";2010;"SILVIO SOLDINI";"2015-06-03"
16002393;"GRITTY";"ME PEGUE COM VONTADE";2010;"B. SKOW";"2015-06-03"
16002394;"S.O.S.#2";"O DESAFIANTE - VOLUME 2";2005;"TYRONE SHUZ";"2015-06-03"
16002396;"DEAD MEN DON´T WEAR RUBBERS";"CASOS SECRETOS DE UMA FÊMEA FATAL";2008;"JACK ROCKER";"2015-06-03"
16002397;"PARANORMAL ACITIVITY 2: TOKYO NIGHT";"ATIVIDADE PARANORMAL EM TÓQUIO";2010;"TOSHIKAZU NAGAE";"2015-06-03"
16002398;"3 ON ME POV";"QUERO 3 GATAS SÓ PRA MIM";2006;"VINCE VOYEUR";"2015-06-03"
16002399;"WHO'S THAT GIRL";"UMA BRASILEIRA FUCKING HOLLYWOOD";2006;"VINCE VOYEUR";"2015-06-03"
16002400;"RIO SONATA: NANA CAYMMI";"NANA CAYMMI EM RIO SONATA";2010;"GEORGES GACHOT";"2015-06-03"
16002401;"CARMEN 3D";"CARMEN 3D";2011;"JULIAN NAPIER";"2015-06-03"
16002404;"THE CONTRACTOR";"AS CONTRATADAS";2005;"DANIEL DAKOTA";"2015-06-03"
16002446;"GETTING OFF WITH MONIQUE";"FODENDO COM MONIQUE";2010;"B. SKOW";"2015-06-03"
16002447;"BLAME IT ON SAVANNA";"A INSACIÁVEL SAVANNA";2008;"PAUL THOMAS";"2015-06-03"
16002452;"ON THE COUCH";"ME COMA COM VONTADE NO SOFÁ";2009;"CHUCK LORDS";"2015-06-03"
16002454;"WET SWEATY BOOBS";"TRANSAS SUADAS E MOLHADAS";2010;"LEWIS SOCKET";"2015-06-03"
16002455;"CRY WOLF";"ELAS QUEREM SEMPRE MAIS";2006;"PAUL THOMAS";"2015-06-03"
16002468;"RICKY";"RICKY";2009;"FRANÇOIS OZON";"2015-06-03"
16002469;"MORNING GLORY";"UMA MANHÃ GLORIOSA";2010;"ROGER MICHELL";"2015-06-03"
16002470;"S.O.S. STRETCHED OUT SNATCHN";"O DESAFIANTE";2005;"TYRONE SHUZ";"2015-06-03"
16002473;"ADDICTED";"MULHERES FATAIS";2006;"MILES LONG";"2015-06-03"
16002474;"UNKNOWN";"DESCONHECIDO";2011;"JAUME COLLET-SERRA";"2015-06-03"
16002478;"NEVER LET ME GO";"NÃO ME ABANDONE JAMAIS";2010;"MARK ROMANEK";"2015-06-03"
16002479;"BIG MOMMAS: LIKE FATHER, LIKE SON";"VOVÓ...ZONA 3: TAL PAI, TAL FILHO";2011;"JOHN WHITESELL";"2015-06-03"
16002480;"THE WAY BACK";"CAMINHO DA LIBERDADE";2010;"PETER WEIR";"2015-06-03"
16004108;"RESIDENT EVIL: AFTERLIFE";"RESIDENT EVIL 4: RECOMEÇO";2010;"PAUL W.S. ANDERSON";"2015-06-03"
16004142;"GREEN LANTERN";"LANTERNA VERDE";2011;"MARTIN CAMPBELL";"2015-06-03"
16005376;"SKYLINE";"SKYLINE - A INVASÃO";2010;"THE BROTHERS STRAUSE";"2015-06-03"
16005419;"GOING THE DISTANCE";"COM O PÉ NA ESTRADA";2004;"MARK GRIFFITHS";"2015-06-03"
16005421;"GULLIVER´S TRAVELS";"AS VIAGENS DE GULLIVER";2010;"ROB LETTERMAN";"2015-06-03"
16005423;"HORS-LA-LOI";"FORA DA LEI";2010;"RACHID BOUCHAREB";"2015-06-03"
16005449;"MOTHER & CHILD";"DESTINOS LIGADOS";2009;"RODRIGO GARCIA";"2015-06-03"
16005464;"127 HOURS";"127 HOURS";2010;"DANNY BOYLE";"2015-06-03"
16005530;"BLACK SWAN";"CISNE NEGRO";2010;"DARREN ARONOFSKY";"2015-06-03"
16005540;"BURIED";"ENTERRADO VIVO";2010;"RODRIGO CORTES";"2015-06-03"
16005556;"CARANCHO";"ABUTRES";2010;"PABLO TRAPERO";"2015-06-03"
16005563;"CENDRES ET SANG";"CINZAS E SANGUE";2009;"FANNY ARDANT";"2015-06-03"
